客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
1884,,X120823,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2301 days,,A2
1885,,X020227,500000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2358 days,,A2
1886,,X720923,370000,30.0,XW0,X1,,,1,T0,6,ZC9,-0.1732604666760052,2033 days,,A2
1887,,X040240,500000,99.0,XW9,,,,1,T2,6,ZC9,-0.1732604666760052,2692 days,,A2
1888,,X123922,510000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2014 days,,A2
1889,,X030238,500000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,1929 days,,A2
1890,,X123824,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
1891,,X180882,210000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3005 days,,A2
1892,,X380281,130000,99.0,XW9,X1,,,1,T1,3,ZC0,-0.1732604666760052,2174 days,,A2
1893,,X500203,450000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2777 days,,A2
1894,,X232132,520000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2490 days,,A2
1895,,X221122,420000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2169 days,,A2
1896,,X320725,430000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2923 days,,A2
1897,,X320425,130000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2710 days,,A2
1898,,X380481,130000,30.0,XW0,X1,,,2015,T1,5,ZC3,-0.1732604666760052,2175 days,,A2
1899,,X322924,430000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2722 days,,A2
1900,,X222722,620000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2087 days,,A2
1901,,X123029,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2291 days,,A2
1902,,X222321,520000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,2988 days,,A2
1903,,X332130,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2035 days,,A2
1904,,X425224,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3168 days,,A2
1905,,X500106,450000,99.0,XW9,X1,,,1,T1,3,ZC0,-0.1732604666760052,2504 days,,A2
1906,,X120323,410000,30.0,XW0,,,B,2019,T0,3,ZC9,-0.1732604666760052,3022 days,,A2
1907,,X520123,150000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3152 days,,A2
1908,,X780281,370000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2117 days,,A2
1909,,X121623,510000,20.0,XW4,X1,,,2013,T2,1,ZC9,-0.1732604666760052,2162 days,,A2
1910,,X300502,130000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2080 days,,A2
1911,,X123124,510000,30.0,XW0,X1,,,2017,T0,1,ZC9,-0.1732604666760052,2185 days,,A2
1912,,X322122,630000,99.0,XW9,,,,1,T0,5,ZC0,-0.1732604666760052,3001 days,,A2
1913,,X120227,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2981 days,,A2
1914,,X410311,140000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3350 days,,A2
1915,,X600006,460000,30.0,XW0,X1,,B,2014,T1,1,ZC9,5.755012558192082,2522 days,,A2
1916,,X520822,350000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2434 days,,A2
1917,,X580181,350000,99.0,XW9,X1,,,1,T0,4,,5.628682086150135,2804 days,,A2
1918,,X320121,130000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2091 days,,A2
1919,,X320821,130000,30.0,XW0,X1,,,2003,T0,3,ZC9,-0.1732604666760052,2009 days,,A2
1920,,X300502,130000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2943 days,,A2
1921,,X101403,410000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2978 days,,A2
1922,A9,X121528,410000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3617 days,,A2
1923,,X721327,370000,99.0,XW0,,,,1,T2,6,,-0.1732604666760052,2710 days,,A2
1924,,X121527,410000,99.0,XW9,X1,,,1,T0,1,,-0.1732604666760052,2140 days,,A2
1925,,X123028,510000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2195 days,,A2
1926,,X420923,440000,99.0,XW0,,,,1,T1,3,ZC3,-0.1732604666760052,2683 days,,A2
1927,,X422427,140000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3289 days,,A2
1928,,X632334,360000,99.0,XW0,X1,,,1,T2,6,ZC4,-0.1732604666760052,2513 days,,A2
1929,,X122726,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3288 days,,A2
1930,,X200202,520000,70.0,XW0,,,,1,T2,5,ZC9,-0.1732604666760052,2817 days,,A2
1931,,X120327,410000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2983 days,F5219,A2
1932,,X121324,510000,30.0,XW0,X1,,,2007,T2,6,ZC9,-0.1732604666760052,2163 days,,A2
1933,A9,X280984,420000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3382 days,,A2
1934,,X630034,460000,99.0,XW9,,,,1,T0,3,ZC0,-0.1732604666760052,3048 days,,A2
1935,,X321025,130000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2992 days,,A2
1936,,X602502,360000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3109 days,,A2
1937,,X420428,140000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2891 days,,A2
1938,A9,X222426,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3567 days,,A2
1939,,X020227,500000,99.0,XW0,X1,,,1,T2,4,ZC4,-0.1732604666760052,2096 days,,A2
1940,,X330133,130000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2165 days,,A2
1941,,X020221,500000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2253 days,,A2
1942,,X381182,130000,99.0,XW0,X1,,,1,T2,1,ZC0,-0.1732604666760052,2064 days,,A2
1943,,X102401,610000,30.0,XW0,,,B,2020,T0,N,ZC0,-0.1732604666760052,3354 days,,A2
1944,,X120124,210000,99.0,XW9,,,,1,T1,3,ZC4,-0.1732604666760052,2654 days,,A2
1945,,X780681,370000,30.0,XW0,,,B,2017,T0,N,ZC9,-0.1732604666760052,3286 days,,A2
1946,,X123922,510000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2189 days,,A2
1947,,X580481,450000,20.0,XW4,,,B,2020,T0,N,ZC9,-0.1732604666760052,3273 days,,A2
1948,,X123029,510000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,1933 days,,A2
1949,,X420923,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3231 days,,A2
1950,,X320125,130000,30.0,XW0,X1,,B,2019,T1,1,ZC4,-0.1732604666760052,2790 days,,A2
1951,,X303001,530000,70.0,XW0,,,,1,T0,3,ZC3,-0.1732604666760052,2923 days,,A2
1952,,X300904,230000,99.0,XW9,,,,1,T0,3,ZC0,-0.1732604666760052,2929 days,,A2
1953,,X632330,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2964 days,,A2
1954,,X323126,430000,20.0,XW4,,,B,1,T1,4,ZC4,-0.1732604666760052,2622 days,,A2
1955,,X080382,500000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2285 days,,A2
1956,A9,X522226,450000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3602 days,,A2
1957,,X780781,370000,30.0,XW0,X1,,,1,T0,0,ZC0,-0.1732604666760052,2018 days,,A2
1958,,X422222,340000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2991 days,,A2
1959,,X123824,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2142 days,,A2
1960,,X020222,500000,50.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2000 days,,A2
1961,A9,X420123,340000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3618 days,,A2
1962,,X721326,370000,30.0,XW0,,,B,2019,T0,4,ZC9,-0.1732604666760052,2998 days,,A2
1963,,X133433,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2922 days,,A2
1964,,X323524,530000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2972 days,,A2
1965,,X222727,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3186 days,,A2
1966,,X103701,510000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,2205 days,,A2
1967,A9,X320321,430000,20.0,XW4,,,,1,T1,3,ZC9,-0.1732604666760052,3371 days,,A2
1968,,X502301,650000,20.0,XW4,,,B,2015,T0,1,ZC0,-0.1732604666760052,2983 days,,A2
1969,,X400506,440000,30.0,XW0,X1,,,2015,T0,3,ZC1,-0.1732604666760052,1992 days,,A2
1970,,X180681,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2706 days,,A2
1971,,X111011,510000,99.0,XW9,X1,,,1,T1,1,ZC4,-0.1732604666760052,1928 days,,A2
1972,,X320424,130000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2763 days,,A2
1973,,X030232,500000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,2210 days,,A2
1974,,X102701,410000,30.0,XW0,,,B,1,T0,5,ZC3,-0.1732604666760052,2912 days,,A2
1975,,X121123,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2993 days,,A2
1976,,X100503,510000,99.0,XW0,X1,,,1,T0,1,ZC3,-0.1732604666760052,1915 days,,A2
1977,,X120227,110000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,2004 days,,A2
1978,,X300204,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2211 days,,A2
1979,,X320424,130000,30.0,XW0,X1,,B,2011,T0,1,ZC9,-0.1732604666760052,2298 days,,A2
1980,,X320426,430000,99.0,XW0,,,,1,T2,6,ZC0,-0.1732604666760052,2643 days,,A2
1981,A9,X720921,370000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3593 days,,A2
1982,,X123022,410000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2935 days,,A2
1983,,X100105,510000,99.0,XW9,X1,,,1,T1,3,,-0.1732604666760052,2106 days,,A2
1984,,X425224,440000,99.0,XW9,,,,1,T0,0,,-0.1732604666760052,2979 days,,A2
1985,,X421723,440000,30.0,XW0,,,B,2019,T0,3,,-0.1732604666760052,3042 days,,A2
1986,,X121622,510000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2261 days,,A2
1987,,X232636,520000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2931 days,,A2
1988,,X780283,370000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2092 days,,A2
1989,,X781581,370000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2651 days,,A2
1990,,X133030,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2343 days,,A2
1991,A9,X330634,130000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3367 days,,A2
1992,,X000107,500000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2104 days,,A2
1993,,X520525,350000,70.0,XW0,,,,1,T0,N,ZC4,-0.1732604666760052,2557 days,,A2
1994,,X101402,510000,99.0,XW0,X1,,,1,T1,4,ZC4,-0.1732604666760052,2099 days,,A2
1995,,X500902,450000,60.0,XW9,X1,,,1,T2,0,ZC9,-0.1732604666760052,2764 days,,A0
1996,,X200503,220000,99.0,XW0,X1,,,1,T0,6,ZC9,-0.1732604666760052,2100 days,,A2
1997,,X321121,130000,20.0,XW4,X1,,,2017,T1,6,ZC9,-0.1732604666760052,1964 days,,A2
1998,,X202702,520000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3299 days,,A2
1999,,X330533,130000,70.0,XW0,X1,,,1,T2,5,ZC3,-0.1732604666760052,2141 days,,A2
2000,,X422224,640000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3301 days,,A2
2001,,X030235,500000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2227 days,,A2
2002,,X121421,210000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3275 days,,A2
2003,,X302503,430000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2977 days,,A2
2004,,X420321,340000,30.0,XW9,,,B,1,T0,N,,-0.1732604666760052,3273 days,,A2
2005,,X120122,510000,20.0,XW4,X1,,,2014,T1,4,ZC9,-0.1732604666760052,2206 days,,A2
2006,,X380182,130000,99.0,XW0,X1,,,1,T0,6,ZC9,-0.1732604666760052,2024 days,,A2
2007,,X320421,430000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2682 days,,A2
2008,,X103001,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2194 days,,A2
2009,,X522522,150000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3155 days,,A2
2010,,X121628,410000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2173 days,,A2
2011,,X121324,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,2632 days,,A2
2012,,X121324,510000,30.0,XW0,X1,,,2016,T1,5,ZC9,-0.1732604666760052,1949 days,,A2
2013,,X200104,220000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2977 days,,A2
2014,,X222325,420000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2939 days,,A2
2015,,X322522,330000,99.0,XW0,X1,,,1,T1,4,ZC3,-0.1732604666760052,2507 days,,A2
2016,,X280984,420000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2261 days,,A2
2017,,X380182,130000,30.0,XW0,,,,2010,T0,1,ZC3,-0.1732604666760052,2038 days,,A2
2018,,X320322,330000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2507 days,,A2
2019,,X121024,510000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2030 days,,A2
2020,,X322421,430000,99.0,XW0,X1,,,1,T0,3,ZC3,-0.1732604666760052,1968 days,,A2
2021,,X221127,420000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2503 days,,A2
2022,,X120522,410000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2074 days,,A2
2023,A9,X401002,140000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3605 days,,A2
2024,,X322124,530000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2992 days,,A2
2025,,X130232,510000,40.0,XW0,X1,,,1,T2,3,ZC9,5.712902400844767,2069 days,,A2
2026,,X280983,420000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,1988 days,,A2
2027,,X320424,430000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3261 days,,A2
2028,A9,X220524,620000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3605 days,,A2
2029,,X120124,210000,20.0,XW4,,,B,2014,T0,5,,-0.1732604666760052,2662 days,,A2
2030,,X220225,120000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2154 days,,A2
2031,,X102401,610000,99.0,XW0,X1,,,1,T2,5,ZC2,-0.1732604666760052,2170 days,,A2
2032,,X220124,420000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,1962 days,,A2
2033,,X780481,370000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2811 days,,A2
2034,,X080384,500000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,2395 days,,A0
2035,,X123821,510000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,1918 days,,A2
2036,,X040240,500000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,1925 days,,A2
2037,,X121124,510000,40.0,XW0,X1,,,1,T2,1,ZC3,5.747402288791966,2358 days,,A2
2038,,X020221,500000,99.0,XW0,X1,,,1,T1,1,ZC3,-0.1732604666760052,1950 days,,A2
2039,,X320528,430000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3342 days,,A2
2040,,X220822,220000,60.0,XW0,,,,1,T0,6,ZC0,-0.1732604666760052,2748 days,,A2
2041,,X322724,530000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3325 days,,A2
2042,,X523121,650000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3209 days,,A2
2043,,X100603,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2268 days,,A2
2044,A9,X222623,620000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3571 days,,A2
2045,,X010110,500000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2007 days,,A2
2046,,X020223,500000,99.0,XW4,X1,,,1,T1,3,ZC4,-0.1732604666760052,1929 days,,A2
2047,A9,X222126,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3400 days,,A2
2048,,X320323,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2122 days,,A2
2049,,X030233,500000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2131 days,,A2
2050,,X120122,210000,40.0,XW0,X1,,,1,T0,3,ZC9,5.662167271510652,2073 days,,A2
2051,,X120221,510000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2323 days,,A2
2052,,X123022,510000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2080 days,,A2
2053,,X123722,510000,40.0,XW9,X1,,,1,T2,3,ZC0,-0.1732604666760052,2124 days,,A2
2054,,X110311,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2300 days,,A2
2055,,X010113,500000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2206 days,,A2
2056,,X522426,450000,40.0,XW9,,,,1,T2,N,ZC1,-0.1732604666760052,2848 days,,A2
2057,,X500603,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3168 days,,A2
2058,,X500102,650000,99.0,XW9,,,B,2006,T1,1,ZC4,-0.1732604666760052,2715 days,,A2
2059,,X101602,510000,70.0,XW0,X1,,,1,T2,6,ZC3,-0.1732604666760052,2911 days,,A2
2060,,X121622,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2314 days,,A2
2061,,X321023,430000,30.0,XW0,X1,,,1,T2,3,ZC1,-0.1732604666760052,2804 days,,A2
2062,,X280281,420000,99.0,XW9,,,,1,T2,6,ZC9,-0.1732604666760052,2642 days,,A2
2063,,X220822,220000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,3022 days,,A2
2064,,X101002,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2167 days,,A2
2065,,X522122,450000,20.0,XW4,X1,,B,2018,T1,3,ZC4,-0.1732604666760052,2372 days,,A2
2066,,X520521,450000,20.0,XW4,X1,,B,2015,T1,0,ZC9,-0.1732604666760052,2500 days,,A2
2067,,X421823,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2982 days,,A2
2068,,X120526,610000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2992 days,,A2
2069,,X200105,220000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2939 days,,A2
2070,,X522226,450000,60.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2427 days,,A2
2071,,X020225,500000,99.0,XW0,X1,,,1,T1,1,ZC3,-0.1732604666760052,2122 days,,A2
2072,,X000109,500000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2125 days,,A2
2073,,X320529,130000,99.0,XW9,,,,1,T0,5,ZC3,-0.1732604666760052,2972 days,,A2
2074,A9,X481481,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3609 days,,A2
2075,,X680681,360000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2967 days,,A2
2076,,X000102,500000,99.0,XW0,X1,,,1,T1,4,ZC9,-0.1732604666760052,2319 days,,A2
2077,,X133030,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2134 days,,A2
2078,,X100304,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2164 days,,A2
2079,,X000107,500000,99.0,XW9,X1,,,1,T0,0,ZC0,-0.1732604666760052,1958 days,,A2
2080,,X422724,140000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3342 days,,A2
2081,,X133435,510000,99.0,XW9,X1,,,1,T0,6,ZC0,-0.1732604666760052,3097 days,,A2
2082,,X020227,500000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,2162 days,,A2
2083,,X481881,440000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2920 days,,A2
2084,,X320223,130000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2402 days,,A2
2085,,X121321,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2248 days,,A2
2086,,X320422,530000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2498 days,,A2
2087,,X121025,510000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2216 days,,A2
2088,,X322924,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3143 days,,A2
2089,,X300602,130000,99.0,XW0,X1,,,1,T2,6,ZC2,-0.1732604666760052,1962 days,,A2
2090,,X220122,220000,99.0,XW0,,,,1,T2,N,ZC0,-0.1732604666760052,2618 days,,A2
2091,A9,X220322,320000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3622 days,,A2
2092,,X300203,230000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2973 days,,A2
2093,,X330434,130000,20.0,XW4,X1,,,2011,T2,5,ZC9,-0.1732604666760052,2107 days,,A2
2094,,X322624,130000,99.0,XW9,X1,,,1,T2,0,ZC0,-0.1732604666760052,2171 days,,A2
2095,,X209005,420000,30.0,XW0,,,B,2019,T0,N,,-0.1732604666760052,3295 days,,A2
2096,,X320622,130000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2711 days,,A2
2097,,X380984,130000,99.0,XW9,X1,,,1,T0,5,ZC1,-0.1732604666760052,2012 days,,A2
2098,,X222327,520000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2976 days,,A2
2099,,X380983,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2191 days,,A2
2100,A9,X040243,500000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3377 days,,A2
2101,,X103701,510000,99.0,XW9,X1,,,1,T1,1,,-0.1732604666760052,1923 days,,A2
2102,,X133030,510000,99.0,XW9,X1,,,1,T1,0,,-0.1732604666760052,1983 days,,A2
2103,,X120522,410000,99.0,XW9,X1,,,1,T0,1,ZC2,-0.1732604666760052,2030 days,,A2
2104,,X123821,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2292 days,,A2
2105,,X322926,530000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2929 days,,A2
2106,,X330633,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2292 days,,A2
2107,,X101402,210000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2973 days,,A2
2108,,X222827,420000,99.0,XW4,X1,,,1,T1,5,ZC4,-0.1732604666760052,1990 days,,A2
2109,,X131132,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2027 days,,A2
2110,A9,X410811,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3391 days,,A2
2111,,X121023,510000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,1969 days,,A2
2112,,X700802,370000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
2113,,X320322,530000,30.0,XW0,,,B,2013,T1,3,ZC9,-0.1732604666760052,2683 days,,A2
2114,,X222321,520000,30.0,XW0,,,B,2016,T0,5,ZC4,-0.1732604666760052,2898 days,,A2
2115,A9,X320325,530000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3375 days,,A2
2116,,X524124,650000,99.0,XW9,,,,1,T2,4,ZC9,-0.1732604666760052,3142 days,,A2
2117,A9,X120623,510000,99.0,XW9,X1,,,1,T0,N,ZC0,-0.1732604666760052,3373 days,,A2
2118,,X421221,340000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,2768 days,,A2
2119,,X280481,320000,99.0,XW9,,,,1,T0,5,ZC0,-0.1732604666760052,2983 days,,A2
2120,,X320828,130000,30.0,XW0,X1,,,2009,T2,3,ZC9,-0.1732604666760052,2132 days,,A2
2121,,X421224,440000,40.0,XW0,,,,1,T0,1,ZC9,5.643141598010358,2977 days,,A2
2122,,X121523,510000,30.0,XW0,X1,,,2014,T1,5,ZC9,-0.1732604666760052,1949 days,,A2
2123,A9,X121626,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3579 days,,A2
2124,,X121024,510000,99.0,XW9,X4,,,1,T1,3,ZC9,-0.1732604666760052,2128 days,,A2
2125,,X532132,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2914 days,,A2
2126,,X122726,610000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2938 days,,A2
2127,,X122925,510000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,1926 days,,A2
2128,,X000107,500000,30.0,XW0,,,B,2017,T0,3,,-0.1732604666760052,2674 days,,A2
2129,,X120224,210000,30.0,XW0,,,B,2010,T2,5,,-0.1732604666760052,2640 days,,A2
2130,,X120824,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2095 days,,A2
2131,,X721423,370000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3190 days,,A2
2132,,X402702,140000,99.0,XW9,,,,1,T0,4,ZC3,-0.1732604666760052,2950 days,,A2
2133,,X330130,130000,20.0,XW4,X1,,,2014,T1,0,ZC4,-0.1732604666760052,2095 days,,A2
2134,,X300406,130000,99.0,XW0,X1,,,1,T2,1,ZC4,-0.1732604666760052,2212 days,,A2
2135,,X620622,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3323 days,,A2
2136,,X320423,130000,30.0,XW0,X1,,,2007,T0,3,ZC9,-0.1732604666760052,2017 days,,A2
2137,,X222728,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3168 days,,A2
2138,,X200202,520000,99.0,XW0,X1,,,1,T4,1,ZC4,-0.1732604666760052,2140 days,,A2
2139,,X421824,440000,99.0,XW0,,,,1,T2,1,ZC9,-0.1732604666760052,2703 days,,A2
2140,,X320421,230000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,3007 days,,A2
2141,,X222925,620000,99.0,XW0,,,,1,T2,1,ZC4,-0.1732604666760052,2728 days,,A2
2142,,X101403,410000,70.0,XW0,,,,1,T2,4,ZC9,-0.1732604666760052,2903 days,,A2
2143,,X420921,440000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2928 days,,A2
2144,,X422729,140000,99.0,XW9,X1,,,1,T1,N,ZC9,-0.1732604666760052,2293 days,,A2
